unique_id,graph_type,cluster_label,is_noise,FEN,ECO,Name,new unique ID,move_number,part_index,part_filename,partition_move_id
rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Bücker Gambit_white,white,12,FALSE,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -,A00,Hungarian Opening: Bücker Gambit,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Bücker Gambit,26,1,dashboard_data_part_01.json,26
rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Bücker Gambit_black,black,-1,TRUE,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -,A00,Hungarian Opening: Bücker Gambit,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Bücker Gambit,26,1,dashboard_data_part_01.json,26
rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Catalan Formation_white,white,12,FALSE,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,A00,Hungarian Opening: Catalan Formation,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Catalan Formation,27,1,dashboard_data_part_01.json,27
rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Catalan Formation_black,black,69,FALSE,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,A00,Hungarian Opening: Catalan Formation,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Catalan Formation,27,1,dashboard_data_part_01.json,27
rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -_A00_Hungarian Opening: Pachman Gambit_white,white,58,FALSE,rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -,A00,Hungarian Opening: Pachman Gambit,rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -_A00_Hungarian Opening: Pachman Gambit,28,1,dashboard_data_part_01.json,28
rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -_A00_Hungarian Opening: Pachman Gambit_black,black,2,FALSE,rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -,A00,Hungarian Opening: Pachman Gambit,rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -_A00_Hungarian Opening: Pachman Gambit,28,1,dashboard_data_part_01.json,28
rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -_A00_Hungarian Opening: Paris Gambit_white,white,63,FALSE,rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -,A00,Hungarian Opening: Paris Gambit,rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -_A00_Hungarian Opening: Paris Gambit,29,1,dashboard_data_part_01.json,29
rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -_A00_Hungarian Opening: Paris Gambit_black,black,45,FALSE,rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -,A00,Hungarian Opening: Paris Gambit,rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -_A00_Hungarian Opening: Paris Gambit,29,1,dashboard_data_part_01.json,29
"rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -_A00_Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit_white",white,-1,TRUE,rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -,A00,"Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit","rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -_A00_Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit",30,1,dashboard_data_part_01.json,30
"rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -_A00_Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit_black",black,53,FALSE,rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -,A00,"Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit","rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -_A00_Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit",30,1,dashboard_data_part_01.json,30
rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Reversed Modern Defense_white,white,12,FALSE,rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,A00,Hungarian Opening: Reversed Modern Defense,rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Reversed Modern Defense,31,1,dashboard_data_part_01.json,31
rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Reversed Modern Defense_black,black,33,FALSE,rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,A00,Hungarian Opening: Reversed Modern Defense,rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Reversed Modern Defense,31,1,dashboard_data_part_01.json,31
rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -_A00_Hungarian Opening: Reversed Norwegian Defense_white,white,6,FALSE,rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -,A00,Hungarian Opening: Reversed Norwegian Defense,rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -_A00_Hungarian Opening: Reversed Norwegian Defense,32,1,dashboard_data_part_01.json,32
rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -_A00_Hungarian Opening: Reversed Norwegian Defense_black,black,39,FALSE,rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -,A00,Hungarian Opening: Reversed Norwegian Defense,rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -_A00_Hungarian Opening: Reversed Norwegian Defense,32,1,dashboard_data_part_01.json,32
rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Slav Formation_white,white,12,FALSE,rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,A00,Hungarian Opening: Slav Formation,rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Slav Formation,33,1,dashboard_data_part_01.json,33
rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Slav Formation_black,black,24,FALSE,rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,A00,Hungarian Opening: Slav Formation,rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -_A00_Hungarian Opening: Slav Formation,33,1,dashboard_data_part_01.json,33
rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -_A00_Hungarian Opening: Van Kuijk Gambit_white,white,9,FALSE,rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,A00,Hungarian Opening: Van Kuijk Gambit,rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -_A00_Hungarian Opening: Van Kuijk Gambit,34,1,dashboard_data_part_01.json,34
rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -_A00_Hungarian Opening: Van Kuijk Gambit_black,black,2,FALSE,rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,A00,Hungarian Opening: Van Kuijk Gambit,rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -_A00_Hungarian Opening: Van Kuijk Gambit,34,1,dashboard_data_part_01.json,34
rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Winterberg Gambit_white,white,4,FALSE,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -,A00,Hungarian Opening: Winterberg Gambit,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Winterberg Gambit,35,1,dashboard_data_part_01.json,35
rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Winterberg Gambit_black,black,48,FALSE,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -,A00,Hungarian Opening: Winterberg Gambit,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -_A00_Hungarian Opening: Winterberg Gambit,35,1,dashboard_data_part_01.json,35
rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -_A00_Kádas Opening: Kádas Gambit_white,white,15,FALSE,rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -,A00,Kádas Opening: Kádas Gambit,rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -_A00_Kádas Opening: Kádas Gambit,36,1,dashboard_data_part_01.json,36
rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -_A00_Kádas Opening: Kádas Gambit_black,black,34,FALSE,rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -,A00,Kádas Opening: Kádas Gambit,rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -_A00_Kádas Opening: Kádas Gambit,36,1,dashboard_data_part_01.json,36
rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Kádas Gambit_white,white,-1,TRUE,rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -,A00,Kádas Opening: Kádas Gambit,rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Kádas Gambit,37,1,dashboard_data_part_01.json,37
rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Kádas Gambit_black,black,39,FALSE,rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -,A00,Kádas Opening: Kádas Gambit,rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Kádas Gambit,37,1,dashboard_data_part_01.json,37
rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Myers Variation_white,white,30,FALSE,rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -,A00,Kádas Opening: Myers Variation,rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Myers Variation,38,1,dashboard_data_part_01.json,38
rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Myers Variation_black,black,33,FALSE,rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -,A00,Kádas Opening: Myers Variation,rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Myers Variation,38,1,dashboard_data_part_01.json,38
rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Steinbok Gambit_white,white,25,FALSE,rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -,A00,Kádas Opening: Steinbok Gambit,rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Steinbok Gambit,39,1,dashboard_data_part_01.json,39
rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Steinbok Gambit_black,black,2,FALSE,rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -,A00,Kádas Opening: Steinbok Gambit,rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -_A00_Kádas Opening: Steinbok Gambit,39,1,dashboard_data_part_01.json,39
r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -_A00_Mieses Opening: Venezolana Variation_white,white,65,FALSE,r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -,A00,Mieses Opening: Venezolana Variation,r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -_A00_Mieses Opening: Venezolana Variation,40,1,dashboard_data_part_01.json,40
r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -_A00_Mieses Opening: Venezolana Variation_black,black,4,FALSE,r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -,A00,Mieses Opening: Venezolana Variation,r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -_A00_Mieses Opening: Venezolana Variation,40,1,dashboard_data_part_01.json,40
rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Baltic Defense_white,white,4,FALSE,rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Baltic Defense,rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Baltic Defense,41,1,dashboard_data_part_01.json,41
rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Baltic Defense_black,black,-1,TRUE,rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Baltic Defense,rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Baltic Defense,41,1,dashboard_data_part_01.json,41
rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Bugayev Advance Variation_white,white,12,FALSE,rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -,A00,Polish Opening: Bugayev Advance Variation,rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Bugayev Advance Variation,42,1,dashboard_data_part_01.json,42
rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Bugayev Advance Variation_black,black,68,FALSE,rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -,A00,Polish Opening: Bugayev Advance Variation,rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Bugayev Advance Variation,42,1,dashboard_data_part_01.json,42
rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Czech Defense_white,white,12,FALSE,rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Czech Defense,rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Czech Defense,43,1,dashboard_data_part_01.json,43
rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Czech Defense_black,black,69,FALSE,rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Czech Defense,rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Czech Defense,43,1,dashboard_data_part_01.json,43
rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: German Defense_white,white,4,FALSE,rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: German Defense,rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: German Defense,44,1,dashboard_data_part_01.json,44
rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: German Defense_black,black,-1,TRUE,rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: German Defense,rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: German Defense,44,1,dashboard_data_part_01.json,44
rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: King's Indian Variation_white,white,11,FALSE,rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: King's Indian Variation,rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: King's Indian Variation,45,1,dashboard_data_part_01.json,45
rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: King's Indian Variation_black,black,10,FALSE,rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: King's Indian Variation,rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: King's Indian Variation,45,1,dashboard_data_part_01.json,45
"rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -_A00_Polish Opening: King's Indian Variation, Schiffler Attack_white",white,7,FALSE,rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -,A00,"Polish Opening: King's Indian Variation, Schiffler Attack","rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -_A00_Polish Opening: King's Indian Variation, Schiffler Attack",46,1,dashboard_data_part_01.json,46
"rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -_A00_Polish Opening: King's Indian Variation, Schiffler Attack_black",black,10,FALSE,rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -,A00,"Polish Opening: King's Indian Variation, Schiffler Attack","rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -_A00_Polish Opening: King's Indian Variation, Schiffler Attack",46,1,dashboard_data_part_01.json,46
"rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -_A00_Polish Opening: King's Indian Variation, Sokolsky Attack_white",white,67,FALSE,rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -,A00,"Polish Opening: King's Indian Variation, Sokolsky Attack","rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -_A00_Polish Opening: King's Indian Variation, Sokolsky Attack",47,1,dashboard_data_part_01.json,47
"rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -_A00_Polish Opening: King's Indian Variation, Sokolsky Attack_black",black,25,FALSE,rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -,A00,"Polish Opening: King's Indian Variation, Sokolsky Attack","rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -_A00_Polish Opening: King's Indian Variation, Sokolsky Attack",47,1,dashboard_data_part_01.json,47
rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Myers Variation_white,white,4,FALSE,rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -,A00,Polish Opening: Myers Variation,rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Myers Variation,48,1,dashboard_data_part_01.json,48
rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Myers Variation_black,black,24,FALSE,rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -,A00,Polish Opening: Myers Variation,rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -_A00_Polish Opening: Myers Variation,48,1,dashboard_data_part_01.json,48
rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queen's Indian Variation_white,white,-1,TRUE,rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Queen's Indian Variation,rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queen's Indian Variation,49,1,dashboard_data_part_01.json,49
rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queen's Indian Variation_black,black,65,FALSE,rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Queen's Indian Variation,rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queen's Indian Variation,49,1,dashboard_data_part_01.json,49
rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queenside Defense_white,white,11,FALSE,rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Queenside Defense,rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queenside Defense,50,1,dashboard_data_part_01.json,50
rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queenside Defense_black,black,0,FALSE,rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,A00,Polish Opening: Queenside Defense,rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -_A00_Polish Opening: Queenside Defense,50,1,dashboard_data_part_01.json,50
1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -_A00_Polish Opening: Rooks Swap Line_white,white,5,FALSE,1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -,A00,Polish Opening: Rooks Swap Line,1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -_A00_Polish Opening: Rooks Swap Line,51,1,dashboard_data_part_01.json,51
1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -_A00_Polish Opening: Rooks Swap Line_black,black,53,FALSE,1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -,A00,Polish Opening: Rooks Swap Line,1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -_A00_Polish Opening: Rooks Swap Line,51,1,dashboard_data_part_01.json,51
rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq -_A00_Polish Opening: Schiffler-Sokolsky Variation_white,white,49,FALSE,rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq -,A00,Polish Opening: Schiffler-Sokolsky Variation,rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq -_A00_Polish Opening: Schiffler-Sokolsky Variation,52,1,dashboard_data_part_01.json,52
